CODIGO_DEL_PRODUCTO,VENTA,VENTA_ZONA_101,VENTA_ZONA_102,VENTA_ZONA_103,VENTA_ZONA_104,VENTA_ZONA_107,VENTA_ZONA_109,VENTA_ZONA_110,VENTA_ZONA_111,VENTA_ZONA_112,VENTA_ZONA_115,VENTA_ZONA_116,VENTA_ZONA_119,TALLA,NOMB_SUBGRUPO,CAMPANA,CAMPANA_CAT_Cuarto_trimestre,CAMPANA_CAT_Primer_trimestre,CAMPANA_CAT_Segundo_trimestre,CAMPANA_CAT_Tercer_trimestre,ROPA_CAT_Conjuntos y otros,ROPA_CAT_Ropa_inferior,ROPA_CAT_Ropa_superior,TALLA_CAT_Grande,TALLA_CAT_Mediana,TALLA_CAT_Pequeña
P00494,5787.0,254,305,51,0,102.0,0,102,152,152,254.0,355,51,T-M,202 RE-BODYS FEM,201902,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P00594,5842.0,127,64,445,64,127.0,127,127,0,127,0.0,191,0,T-XL,206 RE-CAMISAS FEM,201902,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
P00907,5860.0,330,248,83,0,0.0,0,83,165,0,0.0,330,0,T-S,225 RE-VESTIDOS FEM,201902,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
P00744,5969.0,127,64,191,191,127.0,191,64,191,127,127.0,191,0,T-S,201 RE-BLUSAS FEM,201902,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P00929,5969.0,64,64,64,127,127.0,254,127,127,127,64.0,0,64,T-S,207 RE-CAMISETAS FEM,201902,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P00522,5969.0,64,191,0,0,64.0,534,127,0,254,0.0,127,381,T-8,216 RE-JEANS FEM,201902,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P00918,5990.0,152,51,305,51,305.0,51,102,102,152,102.0,254,51,T-S,214 RE-ENTERIZOS FEM,201902,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
P00956,5998.0,457,57,114,57,0.0,57,0,171,57,0.0,57,229,T-M,211 RE-CHAQUETAS FEM,201902,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P00455,6000.0,257,171,86,86,257.0,171,0,86,86,0.0,86,86,T-6,216 RE-JEANS FEM,201902,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P00726,6025.0,413,83,83,83,0.0,165,83,0,248,83.0,248,0,T-L,225 RE-VESTIDOS FEM,201902,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
P00919,6108.0,83,413,83,165,248.0,0,248,0,330,0.0,165,381,T-XL,201 RE-BLUSAS FEM,201902,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
P00456,6223.0,191,64,254,127,0.0,64,127,64,191,0.0,64,64,T-M,213 RE-CONJUNTOS FEM,201902,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
P00864,6356.0,330,248,248,83,165.0,165,165,248,83,83.0,330,83,T-L,204 RE-BUZOS FEM,201902,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P00747,6397.0,254,102,254,152,305.0,51,51,203,51,0.0,51,0,T-XL,201 RE-BLUSAS FEM,201902,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
P00448,6414.0,254,127,191,127,254.0,127,64,254,191,191.0,127,64,T-L,218 RE-LEGGINS FEM,201902,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
P00612,6414.0,318,254,318,0,0.0,127,64,0,318,318.0,127,127,T-14,220 RE-PANTALONES FEM,201902,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P00880,6530.0,178,178,178,0,267.0,89,89,0,222,0.0,311,133,T-12,220 RE-PANTALONES FEM,201902,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P00661,6541.0,381,191,64,191,0.0,191,0,127,191,254.0,254,64,T-M,201 RE-BLUSAS FEM,201902,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P00954,6604.0,127,254,127,64,191.0,318,0,191,127,127.0,445,127,T-8,220 RE-PANTALONES FEM,201902,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P00798,6702.0,254,152,0,51,305.0,51,203,102,152,51.0,0,102,T-S,201 RE-BLUSAS FEM,201902,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P00598,6731.0,64,191,0,191,127.0,127,0,64,191,127.0,127,191,T-L,207 RE-CAMISETAS FEM,201902,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P00434,6795.0,127,127,127,0,191.0,64,64,64,0,0.0,64,0,T-L,201 RE-BLUSAS FEM,201902,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P00475,6855.0,800,400,57,57,114.0,229,114,57,0,0.0,286,57,T-S,225 RE-VESTIDOS FEM,201902,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
P00650,6889.0,152,114,76,152,152.0,152,114,38,76,114.0,266,38,T-L,202 RE-BODYS FEM,201902,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P00637,6912.0,343,400,229,114,57.0,57,57,171,114,229.0,286,114,T-S,202 RE-BODYS FEM,201902,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P00676,6922.0,381,191,127,64,64.0,254,254,0,64,64.0,191,64,T-XS,211 RE-CHAQUETAS FEM,201902,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P00634,7108.0,711,305,0,0,51.0,534,102,51,51,305.0,203,381,T-16,223 RE-SHORTS FEM,201902,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P00545,7112.0,191,191,64,64,64.0,64,64,64,64,64.0,254,0,T-M,223 RE-SHORTS FEM,201902,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
P00529,7176.0,762,0,191,0,798.0400000000009,191,0,127,0,0.0,191,64,T-L,215 RE-FALDAS FEM,201902,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
P00948,7181.0,248,165,165,165,83.0,165,248,165,165,248.0,165,165,T-XL,223 RE-SHORTS FEM,201902,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
P00936,7353.0,254,152,178,51,76.0,228,76,101,254,228.0,254,101,T-12,220 RE-PANTALONES FEM,201902,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P00510,7362.0,305,203,102,51,152.0,355,152,305,203,0.0,254,102,T-14,216 RE-JEANS FEM,201902,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P00619,7556.0,279,254,178,152,178.0,101,101,203,380,76.0,228,203,T-12,223 RE-SHORTS FEM,201902,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P00550,7684.0,355,355,133,44,311.0,267,267,178,133,89.0,178,133,T-XS,215 RE-FALDAS FEM,201902,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
P00509,7752.0,349,279,0,70,210.0,0,140,70,279,0.0,210,279,T-12,216 RE-JEANS FEM,201902,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P00525,7770.0,286,286,229,57,114.0,57,57,57,171,286.0,171,171,T-L,206 RE-CAMISAS FEM,201902,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P00678,7874.0,318,127,191,127,381.0,127,191,0,381,254.0,0,254,T-8,216 RE-JEANS FEM,201902,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P00827,7879.0,228,190,38,114,228.0,114,76,190,114,152.0,228,114,T-S,225 RE-VESTIDOS FEM,201902,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
P00669,8192.0,191,64,127,0,64.0,127,127,127,191,64.0,127,64,T-S,225 RE-VESTIDOS FEM,201902,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
P00849,8377.0,203,152,152,318,559.0,406,102,203,51,102.0,102,102,T-XL,201 RE-BLUSAS FEM,201902,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
P00884,8428.0,305,102,51,51,102.0,203,203,203,152,254.0,152,152,T-M,225 RE-VESTIDOS FEM,201902,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
P00481,8570.0,343,457,343,114,171.0,229,286,171,114,57.0,0,114,T-14,216 RE-JEANS FEM,201902,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P00824,8573.0,699,254,191,127,798.0400000000009,534,413,64,127,191.0,191,0,T-L,207 RE-CAMISETAS FEM,201902,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P00816,8763.0,318,127,381,127,508.0,127,191,127,254,318.0,381,254,T-M,209 RE-CAPRIS FEM,201902,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
P00853,8827.0,254,381,127,127,0.0,127,64,254,318,318.0,127,254,T-L,225 RE-VESTIDOS FEM,201902,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
P00688,8848.0,270,162,0,0,0.0,0,0,108,270,216.0,216,108,T-L,201 RE-BLUSAS FEM,201902,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P00571,9037.0,305,508,571,51,798.0400000000009,51,51,254,152,51.0,254,102,T-XS,214 RE-ENTERIZOS FEM,201902,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
P00858,9139.0,406,254,152,152,203.0,203,152,51,102,102.0,305,0,T-S,223 RE-SHORTS FEM,201902,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
P00539,9595.0,444,178,267,89,267.0,533,267,133,267,44.0,44,89,T-L,201 RE-BLUSAS FEM,201902,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P00686,9823.0,330,495,248,83,165.0,330,248,165,83,165.0,165,83,T-L,201 RE-BLUSAS FEM,201902,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P00807,10287.0,318,191,64,127,191.0,127,254,254,406,254.0,318,64,T-8,223 RE-SHORTS FEM,201902,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P00671,10319.0,826,165,330,165,165.0,83,83,330,406,83.0,83,165,T-L,201 RE-BLUSAS FEM,201902,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P00836,10351.0,318,318,191,0,191.0,127,64,64,254,191.0,318,318,T-L,225 RE-VESTIDOS FEM,201902,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
P00656,10407.0,419,279,210,70,140.0,0,140,140,210,70.0,140,140,T-L,225 RE-VESTIDOS FEM,201902,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
P00727,10408.0,305,51,355,254,798.0400000000009,51,305,51,102,51.0,203,0,T-6,219 RE-OVEROLES FEM,201902,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
P00551,10477.0,559,489,279,318,210.0,489,70,279,406,140.0,140,210,T-L,225 RE-VESTIDOS FEM,201902,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
P00762,10612.0,254,305,305,203,798.0400000000009,305,0,0,203,152.0,203,102,T-S,211 RE-CHAQUETAS FEM,201902,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P00548,10616.0,419,210,489,140,279.0,279,0,406,140,140.0,140,140,T-XL,225 RE-VESTIDOS FEM,201902,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
P00957,10675.0,431,254,279,318,482.0,534,203,304,203,380.0,228,178,T-10,216 RE-JEANS FEM,201902,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P00608,10731.0,743,330,83,318,83.0,0,413,83,165,83.0,330,83,T-14,220 RE-PANTALONES FEM,201902,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P00681,10741.0,400,400,171,171,229.0,343,114,57,286,114.0,286,0,T-L,223 RE-SHORTS FEM,201902,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
P00779,10967.0,203,508,355,152,152.0,102,305,102,305,305.0,406,254,T-M,201 RE-BLUSAS FEM,201902,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P00944,10986.0,508,318,127,127,254.0,254,127,127,318,318.0,445,254,T-M,215 RE-FALDAS FEM,201902,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
P00910,11176.0,254,445,318,0,127.0,127,127,254,127,64.0,318,254,T-XL,206 RE-CAMISAS FEM,201902,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
P00917,11221.0,355,254,571,152,51.0,102,102,406,203,102.0,406,51,T-L,225 RE-VESTIDOS FEM,201902,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
P00566,11324.0,323,323,285,95,190.0,133,413,247,95,190.0,304,95,T-14,216 RE-JEANS FEM,201902,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P00591,11990.0,266,190,190,76,343.0,190,152,114,190,266.0,190,114,T-S,204 RE-BUZOS FEM,201902,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P00778,12490.0,826,203,571,318,798.0400000000009,152,102,51,51,0.0,203,102,T-S,225 RE-VESTIDOS FEM,201902,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
P00706,12617.0,755,444,267,89,178.0,311,267,178,406,418.0400000000009,572,381,T-8,220 RE-PANTALONES FEM,201902,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P00644,12741.0,800,343,229,57,171.0,286,171,171,229,171.0,286,229,T-6,216 RE-JEANS FEM,201902,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P00600,12764.0,699,445,254,191,127.0,127,127,318,318,191.0,254,191,T-S,201 RE-BLUSAS FEM,201902,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P00749,12948.0,660,254,51,51,203.0,203,413,0,254,203.0,254,203,T-XL,204 RE-BUZOS FEM,201902,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
P00511,13456.0,165,248,83,0,248.0,165,83,165,330,248.0,330,83,T-S,201 RE-BLUSAS FEM,201902,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P00774,13462.0,826,572,254,0,318.0,191,0,191,406,127.0,318,191,T-M,213 RE-CONJUNTOS FEM,201902,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
P00577,14807.0,826,629,210,210,140.0,534,413,406,210,349.0,140,0,T-14,216 RE-JEANS FEM,201902,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P00777,16821.96000000001,743,413,248,83,660.0,330,330,406,330,83.0,413,330,T-M,225 RE-VESTIDOS FEM,201902,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
P00867,16821.96000000001,768,349,349,70,0.0,210,70,406,70,418.0400000000009,279,140,T-XL,201 RE-BLUSAS FEM,201902,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
P00823,16821.96000000001,684,629,361,285,437.0,399,361,406,406,418.0400000000009,570,380,T-XL,204 RE-BUZOS FEM,201902,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
P00895,16821.96000000001,826,413,571,248,798.0400000000009,165,248,406,83,418.0400000000009,572,381,T-S,223 RE-SHORTS FEM,201902,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
P00665,16821.96000000001,699,629,571,210,279.0,349,413,210,140,140.0,559,381,T-XL,211 RE-CHAQUETAS FEM,201902,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
P00832,16821.96000000001,699,629,489,210,0.0,349,349,140,349,279.0,572,381,T-12,216 RE-JEANS FEM,201902,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P00471,16821.96000000001,162,216,0,0,0.0,0,0,162,162,108.0,324,216,T-16,216 RE-JEANS FEM,201902,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P00805,16821.96000000001,826,629,571,266,798.0400000000009,456,361,285,406,418.0400000000009,418,323,T-XL,225 RE-VESTIDOS FEM,201902,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
P00562,16821.96000000001,826,629,571,318,418.0,534,304,406,406,418.0400000000009,572,381,T-XL,209 RE-CAPRIS FEM,201902,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
P00891,16821.96000000001,826,629,419,318,489.0,419,413,406,406,349.0,572,381,T-L,201 RE-BLUSAS FEM,201902,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P03495,51.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,T-L,201 RE-BLUSAS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P03805,51.0,0,0,0,0,0.0,0,0,0,0,25.0,0,0,T-6,216 RE-JEANS FEM,201908,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P03911,51.0,0,0,32,0,0.0,0,0,0,0,0.0,0,0,T-L,204 RE-BUZOS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P03784,51.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,T-M,207 RE-CAMISETAS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P03715,51.0,32,0,0,0,0.0,0,0,0,0,0.0,0,0,T-S,225 RE-VESTIDOS FEM,201908,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
P03796,51.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,T-XL,225 RE-VESTIDOS FEM,201908,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
P03683,51.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,T-XL,201 RE-BLUSAS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
P03485,51.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,T-M,201 RE-BLUSAS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P03665,64.0,0,0,0,0,0.0,0,0,0,0,64.0,0,0,T-S,201 RE-BLUSAS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P03890,64.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,T-S,201 RE-BLUSAS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P03661,64.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,T-16,216 RE-JEANS FEM,201908,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P03732,64.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,T-14,217 RE-JOGGERS FEM,201908,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P03828,191.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,T-10,216 RE-JEANS FEM,201908,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P03642,203.0,0,0,0,0,0.0,0,0,51,0,0.0,0,0,T-XL,225 RE-VESTIDOS FEM,201908,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
P03491,228.0,0,0,0,0,0.0,0,0,0,0,0.0,57,57,T-L,201 RE-BLUSAS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P03869,248.0,0,0,0,0,0.0,83,0,0,0,0.0,0,0,T-L,201 RE-BLUSAS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P03578,349.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,T-10,216 RE-JEANS FEM,201908,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P03851,355.0,0,0,0,0,0.0,0,0,0,0,51.0,0,0,T-L,214 RE-ENTERIZOS FEM,201908,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
P03775,405.0,25,76,0,0,0.0,25,0,0,25,0.0,0,0,T-M,207 RE-CAMISETAS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P03743,406.0,0,0,0,51,0.0,0,0,0,0,0.0,102,0,T-XL,201 RE-BLUSAS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
P03795,406.0,0,0,0,0,0.0,0,0,0,0,0.0,51,0,T-XL,201 RE-BLUSAS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
P03614,412.0,0,0,32,0,0.0,32,0,0,0,0.0,63,0,T-M,201 RE-BLUSAS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P03801,456.0,0,0,0,0,0.0,0,0,0,0,51.0,51,51,T-S,207 RE-CAMISETAS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P03514,457.0,0,0,0,0,0.0,0,0,51,0,51.0,0,51,T-XL,211 RE-CHAQUETAS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
P03641,476.0,0,0,95,0,0.0,95,0,0,0,0.0,95,0,T-8,216 RE-JEANS FEM,201908,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P03803,476.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,T-XL,224 RE-SOBRETODOS FEM,201908,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
P03516,608.0,38,0,38,38,0.0,0,0,38,0,38.0,0,0,T-10,216 RE-JEANS FEM,201908,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P03692,610.0,76,0,0,0,0.0,0,76,0,0,0.0,76,0,T-14,216 RE-JEANS FEM,201908,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P03811,635.0,0,0,0,0,0.0,0,0,0,64,127.0,254,0,T-XL,214 RE-ENTERIZOS FEM,201908,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
P03606,646.0,0,38,0,0,0.0,0,0,0,0,0.0,38,0,T-S,211 RE-CHAQUETAS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P03649,660.0,83,0,0,83,0.0,0,0,0,0,0.0,0,0,T-XL,217 RE-JOGGERS FEM,201908,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
P03726,685.0,76,0,0,0,0.0,0,0,38,0,0.0,0,0,T-XL,201 RE-BLUSAS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
P03699,699.0,64,0,0,0,0.0,0,0,0,0,0.0,0,0,T-M,201 RE-BLUSAS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P03825,699.0,0,0,64,0,0.0,0,0,0,0,0.0,0,0,T-M,225 RE-VESTIDOS FEM,201908,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
P03769,723.0,0,0,0,0,0.0,0,0,0,0,38.0,76,0,T-XL,211 RE-CHAQUETAS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
P03819,760.0,0,0,38,0,0.0,76,114,0,38,0.0,0,0,T-S,201 RE-BLUSAS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P03460,761.0,63,32,0,32,32.0,32,0,0,95,32.0,32,0,T-S,204 RE-BUZOS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P03480,761.0,0,0,0,0,102.0,102,0,0,0,0.0,102,0,T-10,220 RE-PANTALONES FEM,201908,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P03885,799.0,0,0,38,0,0.0,38,38,0,0,0.0,0,0,T-12,220 RE-PANTALONES FEM,201908,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P03589,812.0,0,51,102,0,51.0,51,0,0,0,0.0,0,0,T-XL,204 RE-BUZOS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
P03545,812.0,0,0,51,0,0.0,102,0,51,51,51.0,0,0,T-10,216 RE-JEANS FEM,201908,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P03542,844.0,0,89,0,0,0.0,0,0,0,44,0.0,44,0,T-8,216 RE-JEANS FEM,201908,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P03667,857.0,0,0,0,0,0.0,0,0,0,95,0.0,0,0,T-M,201 RE-BLUSAS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P03742,875.0,0,0,38,0,152.0,38,38,38,0,76.0,0,38,T-XL,201 RE-BLUSAS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
P03757,887.0,0,25,51,0,25.0,0,0,0,25,25.0,0,0,T-12,214 RE-ENTERIZOS FEM,201908,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
P03636,888.0,0,133,0,0,0.0,44,0,0,0,44.0,89,44,T-S,211 RE-CHAQUETAS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P03717,913.0,0,0,51,0,0.0,0,51,0,51,51.0,51,51,T-M,215 RE-FALDAS FEM,201908,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
P03862,914.0,0,76,76,0,0.0,0,0,76,0,0.0,0,0,T-M,201 RE-BLUSAS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P03477,914.0,0,0,0,0,0.0,0,0,0,0,57.0,0,0,T-L,215 RE-FALDAS FEM,201908,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
P03864,953.0,0,64,0,0,0.0,0,0,64,64,0.0,64,64,T-L,201 RE-BLUSAS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P03792,964.0,0,0,0,0,102.0,51,0,51,0,51.0,0,0,T-XS,225 RE-VESTIDOS FEM,201908,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
P03567,977.0,89,0,0,0,0.0,0,0,0,44,0.0,89,0,T-M,201 RE-BLUSAS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
