CODIGO_DEL_PRODUCTO,VENTA,VENTA_ZONA_101,VENTA_ZONA_102,VENTA_ZONA_103,VENTA_ZONA_104,VENTA_ZONA_107,VENTA_ZONA_109,VENTA_ZONA_110,VENTA_ZONA_111,VENTA_ZONA_112,VENTA_ZONA_115,VENTA_ZONA_116,VENTA_ZONA_119,TALLA,NOMB_SUBGRUPO,CAMPANA,CAMPANA_CAT_Cuarto_trimestre,CAMPANA_CAT_Primer_trimestre,CAMPANA_CAT_Segundo_trimestre,CAMPANA_CAT_Tercer_trimestre,ROPA_CAT_Conjuntos y otros,ROPA_CAT_Ropa_inferior,ROPA_CAT_Ropa_superior,TALLA_CAT_Grande,TALLA_CAT_Mediana,TALLA_CAT_Pequeña
P04390,3302.0,64,191,64,0,0.0,64,64,254,0,0.0,64,0,T-S,201 RE-BLUSAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04265,3302.0,64,127,127,0,191.0,191,0,64,64,64.0,318,0,T-S,225 RE-VESTIDOS FEM,201909,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
P04376,3350.0,102,305,51,102,102.0,0,102,152,355,203.0,152,0,T-S,211 RE-CHAQUETAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04308,3352.0,70,70,0,70,70.0,0,140,70,70,0.0,140,70,T-14,223 RE-SHORTS FEM,201909,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P04082,3400.0,51,102,152,254,51.0,0,0,152,0,102.0,0,0,T-M,201 RE-BLUSAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04312,3425.0,38,114,114,38,76.0,38,38,76,76,114.0,38,38,T-M,207 RE-CAMISETAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04235,3425.0,63,0,127,32,95.0,159,63,32,127,127.0,159,0,T-10,216 RE-JEANS FEM,201909,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P04128,3429.0,0,254,64,0,127.0,0,0,64,0,0.0,191,64,T-XL,201 RE-BLUSAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
P04205,3452.0,51,305,102,51,0.0,0,51,102,51,102.0,51,51,T-12,216 RE-JEANS FEM,201909,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P04292,3452.0,102,0,0,51,102.0,0,51,0,0,51.0,152,51,T-L,220 RE-PANTALONES FEM,201909,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
P04194,3467.0,0,83,0,83,83.0,83,0,0,83,248.0,83,0,T-S,201 RE-BLUSAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04343,3467.0,89,89,89,0,0.0,0,89,0,0,89.0,0,267,T-14,219 RE-OVEROLES FEM,201909,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
P04388,3493.0,191,191,0,0,191.0,127,64,127,0,64.0,0,64,T-S,211 RE-CHAQUETAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04067,3505.0,76,0,76,76,0.0,0,152,0,0,76.0,152,76,T-S,201 RE-BLUSAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04078,3505.0,381,76,76,0,76.0,152,0,152,0,0.0,229,0,T-XL,201 RE-BLUSAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
P04217,3505.0,76,229,76,0,76.0,229,0,0,0,76.0,0,152,T-M,201 RE-BLUSAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04055,3553.0,44,133,44,89,44.0,267,222,44,89,133.0,89,44,T-L,201 RE-BLUSAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04255,3553.0,203,51,102,0,102.0,102,51,0,51,0.0,0,51,T-S,214 RE-ENTERIZOS FEM,201909,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
P04403,3597.0,133,44,0,0,44.0,0,0,44,44,0.0,133,0,T-M,215 RE-FALDAS FEM,201909,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
P04024,3603.0,152,102,51,0,51.0,102,51,254,102,152.0,203,102,T-XS,204 RE-BUZOS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04298,3604.0,305,51,355,51,51.0,152,51,0,102,102.0,254,152,T-XL,217 RE-JOGGERS FEM,201909,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
P04167,3620.0,127,0,0,0,0.0,0,127,0,64,64.0,0,64,T-XS,211 RE-CHAQUETAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04331,3631.0,210,70,140,0,0.0,70,0,210,70,140.0,70,0,T-S,201 RE-BLUSAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04244,3654.0,305,102,51,0,0.0,0,51,51,51,102.0,51,102,T-L,214 RE-ENTERIZOS FEM,201909,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
P04192,3655.0,102,51,51,0,152.0,102,203,102,51,0.0,102,51,T-M,201 RE-BLUSAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04415,3658.0,0,76,76,76,152.0,76,152,76,76,152.0,229,0,T-S,204 RE-BUZOS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04276,3683.0,0,64,64,0,127.0,64,0,0,64,0.0,0,0,T-L,215 RE-FALDAS FEM,201909,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
P04234,3701.0,70,279,70,0,70.0,0,70,70,70,279.0,70,0,T-XL,201 RE-BLUSAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
P04225,3705.0,51,0,0,51,102.0,51,0,51,0,51.0,102,51,T-M,201 RE-BLUSAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04287,3729.0,152,76,76,0,38.0,38,76,0,114,38.0,114,38,T-12,216 RE-JEANS FEM,201909,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P04112,3734.0,229,152,0,0,0.0,76,76,76,152,0.0,152,0,T-L,207 RE-CAMISETAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04427,3770.0,114,171,57,0,114.0,171,0,57,0,229.0,229,0,T-8,223 RE-SHORTS FEM,201909,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P04046,3805.0,38,190,571,76,76.0,114,76,114,38,38.0,114,38,T-L,207 RE-CAMISETAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04413,3810.0,229,381,152,152,0.0,76,76,229,76,152.0,0,0,T-XL,214 RE-ENTERIZOS FEM,201909,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
P04360,3823.0,178,89,0,0,0.0,0,0,89,178,178.0,89,0,T-6,219 RE-OVEROLES FEM,201909,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
P04336,3841.0,140,279,0,140,210.0,0,0,140,210,70.0,0,0,T-L,201 RE-BLUSAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04182,3841.0,70,0,70,70,699.0,534,0,70,70,349.0,70,0,T-S,211 RE-CHAQUETAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04214,3869.0,159,32,32,0,32.0,63,0,0,32,0.0,32,95,T-S,215 RE-FALDAS FEM,201909,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
P03942,3874.0,254,127,64,0,64.0,191,318,0,127,127.0,64,0,T-S,220 RE-PANTALONES FEM,201909,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
P03932,3878.0,0,25,76,51,51.0,51,25,25,101,152.0,101,51,T-XS,201 RE-BLUSAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04344,4006.0,178,76,76,51,127.0,127,51,0,25,51.0,51,101,T-L,214 RE-ENTERIZOS FEM,201909,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
P04151,4010.0,152,51,152,0,0.0,51,102,0,152,254.0,102,102,T-8,216 RE-JEANS FEM,201909,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P04118,4044.0,83,0,0,165,0.0,0,0,83,83,0.0,83,165,T-M,204 RE-BUZOS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04188,4061.0,51,102,0,0,0.0,0,0,0,0,0.0,0,0,T-M,218 RE-LEGGINS FEM,201909,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
P04332,4072.0,38,38,0,0,76.0,38,76,76,0,0.0,38,38,T-14,216 RE-JEANS FEM,201909,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P04013,4186.0,254,190,95,127,127.0,127,127,127,32,63.0,159,190,T-L,214 RE-ENTERIZOS FEM,201909,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
P04007,4191.0,191,381,127,64,127.0,0,127,64,191,191.0,127,0,T-L,201 RE-BLUSAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04220,4191.0,152,229,152,0,76.0,0,0,0,0,0.0,305,152,T-XS,225 RE-VESTIDOS FEM,201909,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
P04319,4213.0,0,51,203,51,51.0,51,102,0,51,51.0,0,0,T-M,201 RE-BLUSAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04054,4213.0,152,51,51,0,102.0,51,102,51,102,51.0,0,102,T-S,207 RE-CAMISETAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04010,4213.0,51,51,51,0,203.0,51,51,0,0,102.0,152,0,T-12,216 RE-JEANS FEM,201909,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P04429,4249.0,222,159,63,32,63.0,127,190,63,190,127.0,254,95,T-10,216 RE-JEANS FEM,201909,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P04153,4255.0,64,64,127,0,0.0,127,64,191,127,64.0,64,191,T-L,211 RE-CHAQUETAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04226,4255.0,191,64,0,0,64.0,0,0,64,0,127.0,0,0,T-M,214 RE-ENTERIZOS FEM,201909,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
P04401,4264.0,152,0,51,0,203.0,102,0,102,51,51.0,0,0,T-L,225 RE-VESTIDOS FEM,201909,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
P04250,4292.0,248,0,83,0,165.0,83,83,0,0,83.0,0,0,T-6,216 RE-JEANS FEM,201909,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P04430,4341.0,57,171,114,57,57.0,229,57,229,229,114.0,171,0,T-XL,201 RE-BLUSAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
P04174,4366.0,51,102,51,51,102.0,0,0,51,0,0.0,102,51,T-10,217 RE-JOGGERS FEM,201909,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P04373,4382.0,381,0,64,64,0.0,254,64,127,64,127.0,64,64,T-XL,225 RE-VESTIDOS FEM,201909,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
P04277,4398.0,229,171,114,0,0.0,114,114,114,114,0.0,229,0,T-XL,225 RE-VESTIDOS FEM,201909,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
P04195,4400.0,349,210,70,0,0.0,140,140,0,70,140.0,70,0,T-M,225 RE-VESTIDOS FEM,201909,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
P04154,4455.0,114,171,114,0,0.0,57,171,0,286,114.0,57,57,T-L,201 RE-BLUSAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04092,4491.0,114,114,114,0,0.0,38,152,114,0,76.0,76,114,T-M,213 RE-CONJUNTOS FEM,201909,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
P04181,4496.0,305,76,0,76,76.0,0,0,229,76,305.0,76,0,T-M,225 RE-VESTIDOS FEM,201909,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
P03984,4509.0,64,64,64,0,0.0,127,0,64,64,191.0,64,64,T-L,211 RE-CHAQUETAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04018,4567.0,152,76,38,38,38.0,76,152,76,76,152.0,38,76,T-XL,225 RE-VESTIDOS FEM,201909,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
P04291,4570.0,114,171,229,57,171.0,171,229,229,57,229.0,114,57,T-12,217 RE-JOGGERS FEM,201909,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P04157,4572.0,254,0,0,64,64.0,127,64,0,0,0.0,191,0,T-12,219 RE-OVEROLES FEM,201909,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
P04133,4575.0,133,0,89,0,44.0,89,44,44,178,89.0,0,89,T-M,210 RE-CHALECOS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04425,4627.0,114,57,0,0,57.0,57,114,171,0,171.0,171,57,T-M,225 RE-VESTIDOS FEM,201909,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
P04071,4636.0,64,127,127,64,127.0,0,0,127,0,0.0,0,0,T-XL,210 RE-CHALECOS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
P04069,4693.0,486,108,270,0,0.0,216,54,108,162,108.0,108,108,T-S,225 RE-VESTIDOS FEM,201909,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
P04230,4699.0,127,381,191,0,0.0,254,0,64,0,127.0,127,64,T-M,225 RE-VESTIDOS FEM,201909,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
P04300,4699.0,64,254,191,64,64.0,64,0,64,64,0.0,64,0,T-S,225 RE-VESTIDOS FEM,201909,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
P03962,4741.0,400,57,171,0,57.0,343,114,114,229,57.0,171,171,T-M,207 RE-CAMISETAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04252,4772.0,254,102,0,0,0.0,152,51,102,203,152.0,102,152,T-M,214 RE-ENTERIZOS FEM,201909,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
P04273,4795.0,76,38,38,0,76.0,38,114,0,0,76.0,38,114,T-12,216 RE-JEANS FEM,201909,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P04140,4890.0,191,381,64,64,0.0,0,64,127,0,127.0,191,127,T-S,201 RE-BLUSAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04232,4890.0,826,64,127,64,64.0,0,0,64,64,64.0,0,0,T-XL,225 RE-VESTIDOS FEM,201909,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
P04316,4969.0,228,203,101,51,127.0,51,101,76,101,178.0,228,101,T-XL,201 RE-BLUSAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
P04158,4975.0,102,203,51,51,102.0,0,102,51,102,51.0,0,0,T-XS,214 RE-ENTERIZOS FEM,201909,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
P04424,4975.0,51,203,0,51,102.0,51,102,102,0,51.0,51,0,T-10,219 RE-OVEROLES FEM,201909,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
P04341,5019.0,133,222,44,0,44.0,0,133,44,0,44.0,89,44,T-S,224 RE-SOBRETODOS FEM,201909,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
P04224,5020.0,279,127,178,0,152.0,127,25,101,51,25.0,76,76,T-M,225 RE-VESTIDOS FEM,201909,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
P04086,5067.0,356,0,0,0,0.0,0,89,0,0,89.0,178,0,T-16,221 RE-PESCADORES FEM,201909,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P04149,5076.0,152,152,51,0,102.0,203,355,203,152,51.0,203,203,T-S,202 RE-BODYS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04338,5105.0,76,229,152,0,152.0,76,0,381,76,76.0,76,152,T-XL,201 RE-BLUSAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
P04124,5127.0,457,203,254,152,203.0,203,152,254,102,355.0,152,51,T-S,225 RE-VESTIDOS FEM,201909,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
P03994,5176.0,114,114,76,38,76.0,0,0,38,38,152.0,114,38,T-6,216 RE-JEANS FEM,201909,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P03941,5255.0,400,171,286,57,286.0,114,343,171,229,114.0,229,57,T-XL,204 RE-BUZOS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
P04236,5258.0,0,229,76,0,0.0,76,76,76,76,0.0,76,0,T-XL,201 RE-BLUSAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
P04089,5273.0,178,203,76,51,228.0,25,127,101,152,178.0,228,203,T-M,201 RE-BLUSAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04033,5280.0,102,102,0,51,152.0,152,51,102,102,152.0,203,0,T-XL,201 RE-BLUSAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
P04100,5334.0,534,267,0,0,89.0,267,89,89,0,0.0,0,0,T-L,201 RE-BLUSAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04396,5359.0,127,127,254,159,127.0,63,127,63,159,127.0,285,63,T-10,220 RE-PANTALONES FEM,201909,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P04333,5377.0,70,140,140,0,70.0,140,349,70,0,70.0,140,70,T-L,201 RE-BLUSAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04176,5447.0,0,140,70,70,0.0,210,140,210,140,210.0,70,210,T-S,204 RE-BUZOS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04137,5483.0,152,203,152,0,0.0,203,51,203,102,51.0,102,0,T-S,207 RE-CAMISETAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04164,5595.0,114,114,38,76,152.0,76,38,114,0,76.0,114,0,T-L,218 RE-LEGGINS FEM,201909,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
P04256,5598.0,229,114,400,114,114.0,343,57,114,171,286.0,114,114,T-M,201 RE-BLUSAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04144,5686.0,355,102,152,102,102.0,51,51,51,152,0.0,152,152,T-M,218 RE-LEGGINS FEM,201909,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
P04211,5727.0,210,419,210,70,210.0,0,70,210,70,210.0,70,70,T-M,204 RE-BUZOS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04059,5770.0,171,114,57,229,57.0,114,57,57,0,114.0,229,286,T-12,216 RE-JEANS FEM,201909,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P04354,5778.0,578,330,83,0,83.0,0,0,0,0,165.0,248,83,T-L,217 RE-JOGGERS FEM,201909,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
P03991,5797.0,70,70,140,70,140.0,0,210,0,349,349.0,140,140,T-S,213 RE-CONJUNTOS FEM,201909,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
P04060,5823.0,228,38,190,114,114.0,76,76,0,76,76.0,114,0,T-14,216 RE-JEANS FEM,201909,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P04391,5831.0,178,178,152,101,101.0,101,127,152,203,330.0,152,203,T-XL,201 RE-BLUSAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
P04204,5866.0,419,349,140,70,70.0,140,70,279,140,140.0,279,210,T-M,201 RE-BLUSAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P03943,5889.0,152,203,102,51,51.0,51,102,51,51,254.0,102,0,T-10,216 RE-JEANS FEM,201909,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P04407,5906.0,318,381,64,64,254.0,254,0,64,127,64.0,64,64,T-XS,202 RE-BODYS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04357,5933.0,127,127,101,0,178.0,51,25,152,51,51.0,25,25,T-XL,201 RE-BLUSAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
P04036,5957.0,0,0,89,267,0.0,89,0,89,267,178.0,267,89,T-S,207 RE-CAMISETAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04207,5969.0,318,191,64,64,318.0,0,191,0,318,64.0,191,127,T-M,217 RE-JOGGERS FEM,201909,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
P04040,6089.0,127,285,95,32,32.0,95,159,127,285,254.0,190,159,T-S,201 RE-BLUSAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04022,6090.0,305,152,114,76,190.0,152,114,38,76,114.0,152,114,T-XL,207 RE-CAMISETAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
P04191,6092.0,102,152,152,254,305.0,152,51,102,51,102.0,254,203,T-XL,201 RE-BLUSAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
P04323,6096.0,152,305,229,0,76.0,76,152,381,152,0.0,76,76,T-M,225 RE-VESTIDOS FEM,201909,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
P04369,6146.0,210,140,140,70,210.0,210,413,0,140,0.0,279,70,T-XL,201 RE-BLUSAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
P04253,6160.0,127,254,254,0,0.0,0,0,64,64,191.0,127,0,T-L,204 RE-BUZOS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04433,6160.0,191,191,64,127,191.0,64,0,191,0,127.0,127,64,T-L,211 RE-CHAQUETAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04177,6172.0,0,0,457,229,229.0,381,413,381,0,152.0,572,152,T-6,217 RE-JOGGERS FEM,201909,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P03935,6194.0,152,305,152,51,152.0,254,0,152,51,203.0,152,102,T-12,214 RE-ENTERIZOS FEM,201909,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
P04361,6216.0,70,279,140,0,210.0,0,70,279,70,140.0,210,140,T-M,213 RE-CONJUNTOS FEM,201909,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
P04130,6223.0,127,0,318,0,127.0,0,127,127,191,127.0,191,254,T-M,225 RE-VESTIDOS FEM,201909,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
P04001,6346.0,51,152,102,51,51.0,102,51,102,152,254.0,203,102,T-10,216 RE-JEANS FEM,201909,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P04422,6356.0,190,343,228,0,38.0,114,114,228,76,152.0,228,76,T-XXL,213 RE-CONJUNTOS FEM,201909,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
P04179,6398.0,114,343,57,57,0.0,171,57,171,229,286.0,229,0,T-XL,201 RE-BLUSAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
P03997,6447.0,660,203,102,152,152.0,203,152,152,102,102.0,305,152,T-S,201 RE-BLUSAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P03954,6477.0,191,0,191,127,127.0,64,127,64,127,254.0,191,64,T-L,201 RE-BLUSAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04075,6541.0,318,254,64,64,191.0,0,64,191,191,64.0,381,127,T-M,201 RE-BLUSAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04063,6699.0,190,228,76,114,76.0,38,38,38,0,76.0,0,76,T-S,213 RE-CONJUNTOS FEM,201909,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
P04348,6757.0,89,178,0,89,0.0,178,178,178,89,89.0,178,0,T-12,216 RE-JEANS FEM,201909,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P04003,6770.0,101,178,76,51,76.0,101,101,51,127,101.0,101,76,T-XL,207 RE-CAMISETAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
P04218,6813.0,343,152,38,0,152.0,76,38,76,0,76.0,228,0,T-14,216 RE-JEANS FEM,201909,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P04358,6858.0,229,152,229,152,76.0,76,0,0,76,305.0,305,76,T-S,201 RE-BLUSAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04366,6858.0,191,254,254,127,64.0,64,191,64,191,64.0,127,64,T-14,221 RE-PESCADORES FEM,201909,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P04006,6913.0,412,159,127,95,95.0,127,285,222,349,285.0,349,127,T-S,213 RE-CONJUNTOS FEM,201909,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
